student_id,academic_year,attendance_rate,exam_score,fee_payment_status,distance_km,grade_level,gender,dropout
SYN_0000,2023,0.8200851550339578,91.92255350682296,Fully Paid,2.2108220765000137,Grade 7,Male,0
SYN_0001,2025,0.8355588026784271,85.7783835088994,Fully Paid,5.045659456801806,Grade 9,Female,0
SYN_0002,2024,0.6475386347957102,49.20071040784707,Fully Paid,1.354395125694227,Grade 9,Female,0
SYN_0003,2023,0.9817810032092746,37.8468862007978,Fully Paid,1.9053609052228329,Grade 8,Male,1
SYN_0004,2022,0.843275044756087,60.53595244440167,Partially Paid,11.226534308832171,Grade 7,Female,0
SYN_0005,2022,0.5370792482408929,26.16809141986867,Partially Paid,1.544405098007088,Grade 8,Male,1
SYN_0006,2022,0.7668327836692785,63.81701885532607,Fully Paid,2.856852617084524,Grade 9,Male,0
SYN_0007,2025,0.747948435107594,55.343153446623965,Fully Paid,9.938514619177877,Grade 7,Female,0
SYN_0008,2024,0.7171556609456584,49.61134296637164,Unpaid,5.535214433296795,Grade 8,Female,0
SYN_0009,2024,0.8074626164270294,29.29534478919768,Partially Paid,0.5,Grade 8,Female,0
SYN_0010,2022,0.6936605565081185,67.2448019182549,Partially Paid,0.717079785320951,Grade 8,Male,0
SYN_0011,2025,0.8269202468678515,48.41138488608559,Fully Paid,0.5,Grade 7,Male,0
SYN_0012,2024,0.7822093173965847,36.94149695721482,Partially Paid,4.485360180606712,Grade 8,Female,0
SYN_0013,2022,0.3382469519769455,6.299280160930309,Fully Paid,2.671271041546052,Grade 7,Female,0
SYN_0014,2022,0.7241010434605898,57.504731709088546,Partially Paid,0.6488451026554658,Grade 7,Male,0
SYN_0015,2022,0.8599112545626415,89.90052874005539,Unpaid,14.258332544918499,Grade 9,Female,0
SYN_0016,2023,0.827247667159291,87.90266586186166,Fully Paid,3.394344845828082,Grade 9,Male,0
SYN_0017,2023,0.8438067295593595,49.77226738144711,Fully Paid,1.2461900863914213,Grade 7,Female,0
SYN_0018,2023,0.8266101239301327,47.16018291348795,Fully Paid,3.1245977342363203,Grade 7,Female,0
SYN_0019,2022,0.652188831266775,66.43793660935043,Fully Paid,5.122118368229653,Grade 7,Male,0
SYN_0020,2024,0.8355971003171622,40.02906209461075,Fully Paid,0.5,Grade 7,Male,0
SYN_0021,2022,0.6999772037787169,63.432254196750385,Fully Paid,1.445288294632918,Grade 7,Female,0
SYN_0022,2022,0.8218593977787356,71.78944501092442,Unpaid,7.401988360578834,Grade 7,Female,0
SYN_0023,2023,0.7778882543257616,80.08479802991754,Partially Paid,2.7700457470080626,Grade 8,Female,0
SYN_0024,2023,0.8694653743327073,56.19722662336085,Fully Paid,3.559185574226116,Grade 9,Female,0
SYN_0025,2024,0.6643595503837364,54.333872496814614,Unpaid,2.551821825610401,Grade 8,Female,0
SYN_0026,2022,0.7543340628652719,42.1963134383819,Fully Paid,0.5,Grade 8,Female,0
SYN_0027,2023,0.663304785667837,43.11615362728252,Unpaid,0.8154985384133714,Grade 7,Female,0
SYN_0028,2023,0.9277501302091156,53.92337994577252,Fully Paid,2.6539360534002423,Grade 9,Male,0
SYN_0029,2022,0.9311923117131288,64.6125791226912,Unpaid,1.056113137120608,Grade 9,Male,0
SYN_0030,2024,0.568574344587114,74.4445232721985,Partially Paid,0.5,Grade 9,Male,0
SYN_0031,2022,0.49967712813780896,43.54277888775379,Unpaid,8.35045220874344,Grade 9,Female,0
SYN_0032,2022,0.5555742695239623,84.86839424127139,Unpaid,17.88075496437858,Grade 9,Male,0
SYN_0033,2025,0.30673237159354966,53.11977518123376,Fully Paid,7.090771214554841,Grade 8,Female,0
SYN_0034,2025,0.871983675681599,57.61538870172815,Unpaid,8.652044710212651,Grade 7,Female,0
SYN_0035,2024,0.31201700845018593,44.55018977533918,Fully Paid,1.246687752191451,Grade 8,Female,0
SYN_0036,2023,0.5359705726828938,14.36367531508705,Fully Paid,14.556034596864547,Grade 9,Male,0
SYN_0037,2022,0.7302465324991889,73.9128171344989,Fully Paid,0.986886210786202,Grade 9,Male,0
SYN_0038,2024,0.5905680476590286,71.2631901476638,Partially Paid,13.611353931909232,Grade 8,Male,0
SYN_0039,2023,0.6705436003586598,52.93610397187216,Fully Paid,23.682662693951826,Grade 7,Male,0
SYN_0040,2022,0.3461361651028987,59.2058329100477,Partially Paid,5.597247517581069,Grade 7,Male,0
SYN_0041,2023,0.829923671535465,67.2869059186738,Partially Paid,17.869094502419006,Grade 9,Female,0
SYN_0042,2022,0.6762433807531378,29.874174576042233,Unpaid,3.7930516315173284,Grade 8,Female,0
SYN_0043,2025,0.6002725074415509,48.47705180776669,Unpaid,1.3521873262154378,Grade 8,Female,0
SYN_0044,2022,0.9644093527378761,72.29676423319289,Fully Paid,2.585107543467643,Grade 7,Female,0
SYN_0045,2024,0.5968443649288645,35.42279038295351,Fully Paid,4.051445686927281,Grade 7,Male,0
SYN_0046,2023,0.953643459413969,63.28404277899933,Fully Paid,0.5,Grade 9,Female,1
SYN_0047,2023,0.53944704341194,33.581527516778706,Fully Paid,4.381963215277279,Grade 8,Female,0
SYN_0048,2023,0.48670835374969135,66.39573968380347,Fully Paid,17.877240935439247,Grade 9,Male,0
SYN_0049,2022,0.8837660391628253,57.358453318645296,Fully Paid,0.9488427350190016,Grade 8,Female,0
SYN_0050,2025,0.583987365990651,28.927627313700828,Fully Paid,7.078870962703102,Grade 8,Male,0
SYN_0051,2024,0.8116414081413805,78.96530838022909,Unpaid,10.731902575280658,Grade 7,Female,0
SYN_0052,2025,0.8713233678974095,44.77735161763511,Partially Paid,12.946900661516231,Grade 8,Female,0
SYN_0053,2025,0.8577605028770214,43.415456133741145,Fully Paid,14.500222625016894,Grade 8,Male,0
SYN_0054,2023,0.6284379839620208,61.610245550156975,Partially Paid,3.3165662492562946,Grade 8,Female,0
